title,release_date,genre,critic_score,critic_score_phrase,developer,publisher,required_age,average_playtime,median_playtime,owners,price,main_story,main_extra,completionist,all_styles
Fate: Undiscovered Realms,2008-12-15,RPG,7.0,Good,WildTangent,WildTangent,0,220,220,75000,5.59,12.59,18.93,59.8,18.68
Fenix Rage,2014-09-24,Platformer,6.0,Okay,Green Lava Studios,Reverb Triple XP,0,0,0,35000,9.99,4.75,9.75,35.0,11.15
Fez,2013-05-01,Platformer,9.5,Amazing,Polytron Corporation,Trapdoor,0,144,198,1500000,6.99,5.98,8.3,11.71,8.65
Fieldrunners 2,2013-01-25,Strategy,8.1,Great,Subatomic Studios LLC,Subatomic Studios LLC,0,0,0,150000,6.99,9.22,21.24,28.72,11.93
Final Fantasy XI,2004-01-13,RPG,8.0,Great,Square Enix,Square Enix,16,1497,1797,750000,10.99,96.17,598.76,2207.57,385.18
Final Fantasy XIV Online,2010-10-11,RPG,5.5,Mediocre,Square Enix,Square Enix,16,28897,9324,1500000,9.99,0.0,1067.0,0.0,1067.0
Firefall,2014-08-12,Action,5.7,Mediocre,Shockk,Shockk,0,0,0,10000,3.99,30.0,0.0,0.0,30.0
Firewatch,2016-02-08,Adventure,9.3,Amazing,Campo Santo,Panic;Campo Santo,0,206,257,750000,14.99,4.06,4.67,5.17,4.45
Flashback,2013-08-21,Action,5.8,Mediocre,Paul Cuisset,Microids,0,0,0,10000,8.99,6.2,6.26,8.68,6.53
FlatOut: Ultimate Carnage,2008-09-12,Racing,7.8,Good,Bugbear Entertainment,Strategy First,0,37,71,350000,16.99,14.74,20.65,28.64,18.43
FlatOut 2,2006-08-03,Racing,8.3,Great,Bugbear Entertainment,Strategy First,0,293,351,750000,5.99,12.55,16.44,21.59,15.77
Flight Control HD,2010-12-14,Simulation,8.0,Great,Firemint,Firemint,0,85,85,75000,2.99,1.69,3.84,9.54,5.37
Flock,2009-04-15,"Puzzle,Action",6.9,Okay,Proper Games,Capcom,0,0,0,35000,3.49,4.41,6.52,11.86,6.92
Football Manager 2012,2011-10-17,"Sports,Simulation",9.0,Amazing,Sports Interactive,SEGA,0,19379,23360,1500000,37.99,364.42,413.63,492.88,416.87
Football Manager 2013,2012-11-03,"Sports,Simulation",9.0,Amazing,Sports Interactive,SEGA,0,19379,23360,1500000,37.99,222.01,288.67,420.63,367.03
Football Manager 2014,2013-10-31,"Sports,Simulation",8.0,Great,Sports Interactive,SEGA,0,19379,23360,1500000,37.99,497.47,507.38,604.74,541.74
Football Manager 2015,2014-11-07,"Sports,Simulation",8.9,Great,Sports Interactive,SEGA,0,19379,23360,1500000,37.99,394.12,585.94,1084.83,565.04
Fortix 2,2011-05-24,Action,7.5,Good,Nemesys Games,Nemesys Games,0,487,487,150000,1.59,3.19,6.0,15.69,4.97
Freedom Fighters,2003-09-30,"Action,Adventure",8.4,Great,Numb Thumb Studios,Numb Thumb Studios,0,0,0,10000,0.79,7.78,9.52,13.35,8.58
Freedom Force vs. the 3rd Reich,2005-03-03,RPG,9.0,Amazing,Irrational Games,2K,0,23,23,350000,2.99,9.66,15.57,23.27,11.91
FreeStyle Street Basketball,2007-06-29,Sports,6.8,Okay,Joycity,Joycity,0,1571,755,3500000,0.0,5.95,0.0,0.0,5.95
From Dust,2011-09-01,Simulation,8.5,Great,Ubisoft Montpellier,Ubisoft,0,358,399,350000,8.59,6.7,8.95,12.38,8.23
Front Mission Evolved,2010-10-01,Shooter,6.0,Okay,Double Helix Games,Square Enix,0,312,312,350000,7.99,7.44,10.77,18.27,8.21
Frontlines: Fuel of War,2008-02-26,Shooter,7.8,Good,Kaos Studios,THQ Nordic,0,154,154,350000,9.99,5.43,7.74,11.03,5.75
Frozen Cortex,2015-02-26,"Strategy,Simulation",8.1,Great,Mode 7,Mode 7,0,0,0,35000,18.99,4.3,0.0,0.0,4.3
Frozen Synapse,2011-06-15,Strategy,8.5,Great,Mode 7,Mode 7,0,183,227,750000,18.99,23.62,29.91,37.89,25.25
Frozen Synapse Prime,2014-11-14,Strategy,8.7,Great,Double Eleven,Double Eleven,0,0,0,75000,18.99,17.52,18.0,33.6,21.63
FTL: Faster Than Light,2014-04-25,Simulation,9.6,Amazing,Subset Games,Subset Games,0,1111,633,3500000,6.99,12.28,31.64,112.97,25.77
Full Spectrum Warrior,2004-09-24,Strategy,8.8,Great,Pandemic Studios,THQ Nordic,0,124,244,150000,7.99,9.47,10.55,0.0,9.52
Full Spectrum Warrior: Ten Hammers,2006-03-28,Strategy,8.2,Great,Pandemic Studios,THQ Nordic,0,1,1,150000,4.99,14.5,0.0,0.0,14.5
Furi,2016-07-13,Action,6.8,Okay,The Game Bakers,The Game Bakers,0,535,682,750000,14.99,5.49,7.59,17.5,6.49
Gabriel Knight: Sins of the Fathers -- 20th Anniversary Edition,2014-10-24,Adventure,7.0,Good,Phoenix Online Studios;Pinkerton Road Studio,Pinkerton Road Studio,0,305,305,75000,12.99,10.3,14.22,15.3,12.44
Galactic Civilizations,2003-04-08,Strategy,8.2,Great,Stardock Entertainment,Stardock Entertainment,0,199,264,750000,23.79,6.0,0.0,0.0,6.0
Galactic Civilizations II: Dread Lords,2006-03-07,Strategy,8.7,Great,Stardock Entertainment,Stardock Entertainment,0,13,17,750000,14.99,20.48,0.0,0.0,20.48
Galactic Civilizations III,2015-05-14,Strategy,8.6,Great,Stardock Entertainment,Stardock Entertainment,0,199,264,750000,23.79,27.21,37.12,54.94,32.74
Garshasp,2011-05-31,Action,5.0,Mediocre,Dead Mage,Digital Dragon,0,0,0,75000,3.99,1.48,0.0,1.48,1.49
Gears of War,2007-11-07,Shooter,8.7,Great,Jumb-O-Fun Games Inc,Jumb-O-Fun Games Inc,0,0,0,35000,0.0,9.05,12.22,29.17,10.51
Gemini: Heroes Reborn,2016-01-20,Adventure,6.4,Okay,Phosphor Games,Phosphor Games,16,0,0,75000,3.99,3.55,3.97,6.38,4.12
Gemini Rue,2011-04-01,Adventure,9.0,Amazing,Joshua Neurnberger,Wadjet Eye Games,0,97,97,350000,6.99,6.88,7.93,11.08,7.45
Genesis Rising: The Universal Crusade,2007-04-04,Strategy,6.5,Okay,Metamorf,THQ Nordic,0,0,0,35000,4.49,8.0,0.0,0.0,8.0
Ghost Master: The Gravenville Chronicles,2003-09-11,Strategy,7.0,Good,Sick Puppies,Strategy First,0,21,21,150000,3.99,13.37,16.41,26.83,16.86
Gladiator: Sword of Vengeance,2003-11-18,Action,8.0,Great,Throwback Entertainment,Throwback Entertainment,0,0,0,10000,5.79,8.5,10.82,0.0,10.11
Goat Simulator,2014-04-01,Action,8.0,Great,Coffee Stain Studios,Coffee Stain Publishing,0,309,149,3500000,7.19,2.17,6.31,11.15,6.6
Gods Will Be Watching,2014-07-25,Adventure,8.0,Great,Deconstructeam,Devolver Digital,16,155,183,350000,6.99,6.25,9.37,16.93,8.1
Gone Home,2013-08-15,Simulation,9.5,Amazing,Fullbright,Fullbright,0,90,129,750000,10.99,1.99,2.53,3.12,2.2
Gothic 3,2006-11-28,"Action,RPG",4.9,Bad,Piranha Bytes,THQ Nordic,0,1401,1652,750000,8.99,45.06,67.86,114.08,67.56
Gothic II,2003-11-11,"Action,RPG",8.0,Great,Piranha Bytes,THQ Nordic,0,102,132,350000,8.99,45.17,51.8,68.56,52.41
Grand Ages: Rome,2009-03-20,Strategy,6.8,Okay,Haemimont Games,Kalypso Media Digital,0,319,319,350000,6.99,26.57,48.0,0.0,33.17
Grand Theft Auto: Vice City,2003-05-22,"Action,Adventure",9.3,Amazing,Rockstar Games,Rockstar Games,18,209,93,3500000,5.99,17.21,24.34,38.1,22.9
Grand Theft Auto: San Andreas,2005-06-07,"Action,Adventure",9.3,Amazing,Rockstar Games,Rockstar Games,18,807,249,3500000,9.99,30.25,45.21,72.03,42.16
Grand Theft Auto: Episodes from Liberty City,2010-04-16,Compilation,9.2,Amazing,Rockstar North / Toronto,Rockstar Games,18,508,112,3500000,14.99,18.75,25.85,42.87,22.73
Grand Theft Auto IV,2008-12-02,"Action,Adventure",9.2,Amazing,Rockstar North;Rockstar Toronto,Rockstar Games,0,1255,634,3500000,19.99,27.14,40.53,73.86,34.21
Grand Theft Auto V,2015-04-14,"Action,Adventure",10.0,Masterpiece,Rockstar North,Rockstar Games,18,9837,4834,15000000,24.99,32.06,51.3,87.86,45.32
Gravity Ghost,2015-02-05,Other,7.4,Good,Ivy Games,Ivy Games,0,0,0,10000,10.99,2.97,3.35,4.02,3.22
Gray Matter,2011-04-27,Adventure,7.5,Good,WizarBox Production,Viva Media Inc,0,0,0,75000,6.99,11.77,13.03,14.3,13.01
Grey Goo,2015-01-23,Strategy,7.6,Good,Petroglyph,Grey Box,0,434,474,350000,22.99,14.45,18.58,23.37,16.03
Grid 2,2013-05-28,Racing,8.0,Great,Codemasters Racing;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),0,340,243,1500000,19.98,17.69,21.37,29.54,21.13
Grid Autosport,2014-06-24,Racing,8.3,Great,Codemasters Racing;Feral Interactive (Mac);Feral Interactive (Linux),Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),0,228,417,750000,24.99,32.39,61.2,123.74,51.61
Grim Dawn,2016-03-07,"Action,RPG",8.7,Great,Crate Entertainment,Crate Entertainment,0,3651,1539,1500000,19.99,21.52,48.7,218.03,42.63
Grim Fandango Remastered,2015-01-27,Adventure,9.3,Amazing,Double Fine Productions,Double Fine Productions,0,285,322,750000,10.99,10.94,11.55,12.15,11.29
Ground Control II: Operation Exodus,2004-06-15,Strategy,8.8,Great,Massive Entertainment,Rebellion,0,0,0,35000,3.99,9.8,11.72,12.92,11.8
Grow Home,2015-02-07,Platformer,8.8,Great,"Reflections, a Ubisoft Studio",Ubisoft,0,142,162,350000,6.69,2.57,4.47,7.8,4.36
Grow Up,2016-08-18,Platformer,7.8,Good,"Reflections, a Ubisoft Studio",Ubisoft,0,323,323,75000,8.59,4.01,6.22,9.37,6.4
Guacamelee!,2013-08-07,"Platformer,Action",9.1,Amazing,DrinkBox Studios,DrinkBox Studios,0,0,0,35000,15.49,6.16,8.82,14.36,8.6
Guild of Dungeoneering,2015-07-28,RPG,7.0,Good,Gambrinous,Versus Evil,0,542,549,350000,10.99,11.58,17.9,27.21,16.21
Guild Wars,2005-05-11,RPG,9.0,Amazing,Alda Games,Alda Games,0,0,0,10000,0.0,85.95,287.72,1841.9,340.17
Gumboy Tournament,2008-06-03,Action,6.6,Okay,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",0,46,49,75000,1.79,7.5,0.0,0.0,7.5
Gun,2005-11-08,Shooter,8.0,Great,Neversoft,Activision,0,462,889,75000,9.99,6.63,8.62,12.97,8.88
Gunpoint,2013-06-21,"Puzzle,Action",9.0,Amazing,Suspicious Developments,Suspicious Developments,0,212,242,750000,6.0,3.04,4.25,6.5,3.85
Guns of Icarus Online,2012-11-16,Shooter,7.3,Good,Muse Games,Muse Games,0,275,295,3500000,3.99,6.02,45.75,0.0,13.8
Hack 'n' Slash,2014-09-22,RPG,7.7,Good,Double Fine Productions,Double Fine Productions,0,46,46,350000,9.99,4.5,5.31,5.56,4.81
Half-Life 2,2004-11-15,Shooter,9.7,Amazing,Valve,Valve,0,691,402,15000000,7.19,12.86,15.58,19.78,14.52
Half-Life 2: Episode One,2006-06-01,Shooter,8.5,Great,Valve,Valve,0,281,184,7500000,5.79,3.61,4.17,5.26,4.03
Half-Life 2: Episode Two,2007-10-09,Shooter,9.4,Amazing,Valve,Valve,0,354,301,7500000,5.79,5.1,6.06,8.85,5.69
Halo: Combat Evolved,2003-09-27,Shooter,8.2,Great,Vanguard Games;343 Industries,Microsoft Studios,0,251,491,350000,1.99,9.96,11.56,15.14,10.42
Halo: Spartan Assault,2013-07-30,Shooter,6.7,Okay,Vanguard Games;343 Industries,Microsoft Studios,0,251,491,350000,1.99,4.14,5.64,16.99,4.86
Halo: Spartan Strike,2015-04-21,Shooter,7.2,Good,343 Industries;Vanguard Games,Microsoft Studios,0,6,6,150000,1.99,4.65,7.36,13.15,6.29
Hamlet,2010-04-08,Adventure,7.5,Good,Haven Studios,Haven Studios,0,0,0,10000,7.19,24.0,24.5,25.0,24.5
Hand of Fate,2015-02-21,"Card,Battle",7.0,Good,Defiant Development,Defiant Development,0,371,297,750000,14.99,10.62,19.72,59.9,16.16
Hard West,2015-11-18,Strategy,7.3,Good,CreativeForge Games,Good Shepherd Entertainment,0,237,435,350000,14.99,12.16,22.4,30.28,19.6
Harvest: Massive Encounter,2008-05-19,Strategy,5.5,Mediocre,Oxeye Game Studio,Oxeye Game Studio,0,0,0,35000,5.79,6.5,0.0,0.0,6.5
Hatoful Boyfriend,2014-09-05,Adventure,8.0,Great,Mediatonic;Hato Moa;The Irregular Corporation,Devolver Digital,0,622,245,350000,6.99,1.47,4.6,9.49,6.7
Hearts of Iron II,2005-01-07,Strategy,8.7,Great,Paradox Development Studio,Paradox Interactive,0,809,1364,750000,7.99,20.19,0.0,0.0,20.19
Hearts of Iron III,2009-08-13,Strategy,8.5,Great,Paradox Development Studio,Paradox Interactive,0,809,1364,750000,7.99,13.7,69.9,245.45,49.03
Hearts of Iron IV,2016-06-06,Strategy,9.0,Amazing,Paradox Development Studio,Paradox Interactive,0,9413,4181,1500000,34.99,51.37,351.17,1070.74,263.89
Hector: Badge of Carnage -- Episode 2,2011-08-31,Adventure,7.5,Good,Straandlooper,Telltale Games,0,0,0,350000,14.99,3.27,3.32,3.44,3.3
Hell Yeah! Wrath of the Dead Rabbit,2012-10-04,Platformer,4.9,Bad,Arkedo,SEGA,12,188,146,1500000,9.99,7.41,8.78,9.66,8.56
Helldorado,2009-05-26,Strategy,5.7,Mediocre,Spellbound,Black Forest Games;THQ Nordic,0,0,0,35000,6.99,12.64,13.0,20.67,13.26
Hellgate: London,2007-11-05,"Action,RPG",6.8,Okay,T3Entertainment,HanbitSoft Inc.,0,0,0,75000,10.29,31.96,32.65,43.35,35.49
Her Story,2015-06-30,Adventure,8.5,Great,Sam Barlow,Sam Barlow,0,123,146,350000,4.99,2.41,3.32,4.15,3.29
Hero Academy,2012-08-20,Board,9.0,Amazing,R Academy,R Academy,0,0,0,10000,4.79,8.45,8.5,0.0,8.47
Heroes of Annihilated Empires,2006-11-22,Strategy,6.0,Okay,GSC Game World,GSC Game World,0,0,0,75000,9.99,15.21,22.04,32.25,20.71
Heroes of Might and Magic V,2006-05-26,Strategy,7.8,Good,Nival,Ubisoft,0,396,396,350000,8.59,51.89,74.08,99.18,63.96
Heroes of Might and Magic V: Hammers of Fate,2006-12-19,Strategy,6.5,Okay,Nival,Ubisoft,0,19,19,350000,8.59,16.53,18.73,26.0,17.98
Heroes of Might and Magic V: Tribes of The East,2007-10-17,Strategy,7.9,Good,Nival,Ubisoft,0,6679,6679,350000,8.59,20.08,31.05,57.92,28.98
Hidden & Dangerous 2,2003-10-29,Action,7.9,Good,Illusion Softworks,2K,0,0,0,10000,7.99,18.36,20.84,21.69,19.51
Hinterland,2008-10-31,Strategy,7.2,Good,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",0,0,0,35000,6.99,2.9,6.2,9.11,5.37
Hitman: Absolution,2012-11-18,Action,9.0,Amazing,Io-Interactive A/S;Feral Interactive (Mac),Io-Interactive A/S;Feral Interactive (Mac),18,650,400,3500000,14.99,12.39,19.71,36.86,15.97
Hitman: Contracts,2004-04-16,Action,8.4,Great,Io-Interactive A/S,Io-Interactive A/S,16,15,16,750000,8.29,9.54,12.06,16.1,10.79
Hitman: Blood Money,2006-05-30,Action,8.0,Great,Io-Interactive A/S,Io-Interactive A/S,18,435,365,1500000,9.29,11.85,16.05,20.33,13.63
Hoard,2011-04-05,Action,7.5,Good,Big Sandwich Games,Big Sandwich Games,0,31,31,350000,6.99,7.73,15.93,36.46,12.0
Home: A Unique Horror Adventure,2012-09-06,Adventure,6.5,Okay,Benjamin Rivers Inc.,Benjamin Rivers Inc.,0,21,21,350000,1.99,1.15,1.54,3.0,1.39
Homefront,2011-03-15,Shooter,7.0,Good,Kaos Studios;Digital Extremes,Deep Silver,0,1772,126,3500000,14.99,4.16,5.5,9.55,4.56
Homefront: The Revolution,2016-05-17,Shooter,5.0,Mediocre,Dambuster Studios,Deep Silver,18,408,484,750000,24.99,12.05,19.11,31.97,17.13
Homeworld: Deserts of Kharak,2016-01-23,Strategy,8.8,Great,Blackbird Interactive,Gearbox Publishing,0,26,26,350000,29.99,10.29,11.83,13.96,10.74
Homeworld Remastered Collection,2015-02-24,Strategy,9.0,Amazing,Gearbox Software;Aspyr (Mac),Gearbox Publishing;Aspyr (Mac),0,353,419,750000,26.99,21.11,22.47,32.35,25.12
Horizon,2014-02-20,Strategy,6.5,Okay,L3O Interactive,Iceberg Interactive,0,84,84,75000,22.99,65.0,0.0,0.0,65.0
Hotline Miami,2012-10-26,Action,8.8,Great,Dennaton Games,Devolver Digital,18,380,237,3500000,6.99,5.24,7.32,15.3,6.76
Hotline Miami 2: Wrong Number,2015-03-10,Action,8.8,Great,Dennaton Games,Devolver Digital,0,447,309,1500000,11.99,8.8,12.89,33.48,10.96
How to Survive,2013-10-24,Action,5.4,Mediocre,Eko Software,505 Games,0,333,256,1500000,10.99,10.07,13.84,32.87,14.32
Human Fall Flat,2016-07-28,"Puzzle,Action",7.9,Good,No Brakes Games,Curve Digital,0,348,245,3500000,11.99,6.34,12.18,24.92,10.46
Hunted: The Demon's Forge,2011-06-03,"Action,RPG",6.0,Okay,inXile Entertainment,Bethesda Softworks,0,28,28,150000,3.99,12.18,14.45,17.74,14.11
Hyper Light Drifter,2016-04-14,"Action,RPG",7.6,Good,Heart Machine,Heart Machine,0,275,354,750000,14.99,7.74,11.72,27.48,10.06
I Am Bread,2015-04-13,Puzzle,7.2,Good,Bossa Studios,Bossa Studios,0,146,168,750000,9.99,2.83,5.54,10.85,3.32
I of the Dragon,2004-11-23,"Action,RPG",4.5,Bad,Primal,TopWare Interactive,0,281,275,350000,4.99,47.45,87.12,699.09,72.7
Imperial Glory,2005-06-01,Strategy,8.5,Great,Pyro Studios,Kalypso Media Digital,0,72,72,150000,3.99,13.2,14.83,15.0,14.12
Incredipede,2013-03-29,"Puzzle,Adventure",8.5,Great,Colin Northway with art by Thomas Shahan,Northway Games,0,0,0,150000,6.99,2.79,3.17,4.56,3.43
Indiana Jones and the Emperor's Tomb,2003-04-02,"Action,Adventure",7.2,Good,LucasArts,Lucasfilm;Disney Interactive,0,0,0,35000,4.79,12.27,12.39,19.31,13.13
Infernal,2007-06-01,Shooter,5.1,Mediocre,VGstudio,VGstudio,0,0,0,10000,4.79,8.01,9.67,12.14,8.65
Infestation: Survivor Stories,2013-01-08,Action,3.0,Awful,Fredaikis AB,Fredaikis AB,0,376,73,7500000,0.0,72.0,0.0,108.36,90.18
Injustice: Gods Among Us -- Ultimate Edition,2013-11-22,Fighting,8.2,Great,NetherRealm Studios;High Voltage Software,Warner Bros. Interactive Entertainment,16,288,320,1500000,14.99,5.04,11.5,24.29,6.04
InMomentum,2011-11-16,Platformer,6.0,Okay,Digital Arrow,White Rabbit Interactive,0,0,0,75000,6.99,2.36,11.0,0.0,3.15
Insanely Twisted Shadow Planet,2012-04-19,Shooter,8.0,Great,Shadow Planet Productions,Microsoft Studios,0,275,275,350000,11.99,5.16,6.12,7.55,5.92
Inside,2016-06-28,Adventure,10.0,Masterpiece,Playdead,Playdead,0,297,408,750000,14.99,3.55,4.04,4.69,4.01
Insurgency,2014-01-28,Shooter,7.5,Good,New World Interactive,New World Interactive,0,712,245,3500000,6.99,10.2,31.86,55.2,26.91
Invisible Inc.,2015-05-12,Strategy,8.5,Great,Klei Entertainment,Klei Entertainment,0,325,405,750000,14.99,7.27,18.4,86.54,11.59
Iron Brigade,2012-08-15,Action,9.0,Amazing,Double Fine Productions,Double Fine Productions,0,21,31,150000,10.99,6.44,12.81,19.46,8.39
Jack Keane,2008-04-28,Adventure,7.5,Good,Deck13,Deck13,0,0,0,35000,6.99,10.45,10.5,11.92,10.67
Jade Empire (Special Edition),2007-02-19,RPG,8.6,Great,BioWare Corporation,BioWare Corporation;Electronic Arts,0,0,0,350000,8.99,17.51,23.43,30.23,21.8
Jagged Alliance 2: Wildfire,2004-04-06,Strategy,6.5,Okay,I-deal Games,Topware Interactive,0,526,420,350000,4.99,29.66,70.88,0.0,39.7
Jamestown: Legend of the Lost Colony,2011-06-29,Shooter,8.5,Great,Final Form Games,Final Form Games,0,79,100,750000,6.99,2.59,4.45,7.86,3.3
Jazzpunk,2014-02-06,Adventure,7.0,Good,Necrophone Games,Necrophone Games,0,305,402,350000,10.99,2.08,2.86,3.64,2.83
Joint Task Force,2006-10-11,Strategy,5.7,Mediocre,Most Wanted Entertainment,HD Publishing,0,0,0,35000,5.79,24.0,27.0,0.0,25.5
Jotun,2015-09-30,Action,8.0,Great,Thunder Lotus Games,Thunder Lotus Games,0,203,216,3500000,11.39,5.16,5.67,7.36,5.56
Judge Dredd: Dredd vs. Death,2005-03-21,Shooter,5.0,Mediocre,Rebellion,Rebellion,0,8,8,75000,5.59,4.1,5.33,6.81,4.45
Just Cause,2006-09-26,Action,6.8,Okay,Avalanche Studios,Square Enix,16,20,25,1500000,4.99,8.37,19.53,30.59,12.42
Just Cause 2,2010-03-23,Action,8.8,Great,Avalanche Studios,Square Enix,18,519,272,3500000,9.99,17.7,34.53,85.72,30.75
Just Cause 3,2015-11-30,Action,8.0,Great,Avalanche Studios,Square Enix,18,2086,438,3500000,11.99,18.34,38.0,63.23,38.63
Kane & Lynch: Dead Men,2007-11-26,Action,7.0,Good,IO Interactive,Square Enix,0,209,209,350000,4.99,5.23,6.44,7.87,5.63
Kane & Lynch 2: Dog Days,2010-08-25,Action,7.0,Good,IO Interactive,Square Enix,18,282,301,750000,7.99,4.07,5.37,9.62,4.35
Keepsake,2006-05-02,Adventure,7.2,Good,Wicked Studios,Wicked Studios,0,0,0,10000,0.79,9.1,15.44,21.77,13.97
Kerbal Space Program,2015-05-15,Simulation,9.0,Amazing,Squad,Private Division ,0,9223,351,3500000,29.99,113.03,233.5,601.66,244.84
Killing Floor,2009-05-20,Shooter,7.5,Good,Tripwire Interactive,Tripwire Interactive,0,1328,306,3500000,14.99,18.44,59.51,288.72,58.33
King Arthur II: The Role-Playing Wargame,2012-02-14,Strategy,6.0,Okay,NeocoreGames,Paradox Interactive,0,46,46,150000,7.99,11.59,41.2,0.0,15.4
King's Bounty: The Legend,2008-09-30,RPG,8.1,Great,1C Entertainment,1C Entertainment,0,356,368,350000,4.99,35.87,60.4,78.98,61.02
Kingdom,2015-10-21,Adventure,7.7,Good,Noio;Licorice,Raw Fury,0,250,199,3500000,3.99,41.88,80.44,136.1,79.86
Kingdoms of Amalur: Reckoning,2012-02-07,RPG,9.0,Amazing,Big Huge Games;38 Studios,38 Studios;Electronic Arts,16,252,170,750000,19.99,31.4,58.26,104.63,60.96
Knights of Honor,2004-10-01,Strategy,7.7,Good,Black Sea Studios Ltd,Paradox Interactive,0,35,35,150000,7.49,30.96,50.18,63.36,51.55
Knock-Knock,2013-10-17,Adventure,6.2,Okay,Ice-Pick Lodge,Ice-Pick Lodge,0,507,570,75000,6.99,3.49,4.86,8.82,4.38
Kohan II: Kings of War,2004-09-21,Strategy,8.6,Great,TimeGate Studios,TimeGate Studios,12,0,0,35000,6.99,15.17,0.0,0.0,15.17
Krater,2012-06-20,RPG,5.0,Mediocre,Fatshark,Fatshark,0,369,369,150000,10.99,17.4,25.42,46.78,26.27
L.A. Street Racing,2007-06-25,Racing,6.5,Okay,Gromov Technologies,Gromov Technologies,0,0,0,10000,9.29,6.93,10.0,0.0,8.47
Lara Croft and the Guardian of Light,2010-10-20,"Action,Adventure",8.5,Great,Crystal Dynamics,Square Enix,0,42,57,750000,7.99,6.33,8.19,16.4,7.94
Layers of Fear,2016-02-14,Adventure,5.8,Mediocre,Bloober Team SA,Aspyr,0,227,242,3500000,14.99,3.42,4.67,11.1,4.25
Lead and Gold: Gangs of the Wild West,2010-05-06,Shooter,7.0,Good,Fatshark,Fatshark,16,112,128,750000,7.99,0.0,0.0,33.0,33.0
Left 4 Dead,2008-11-17,Shooter,9.0,Amazing,Valve,Valve,0,897,278,7500000,7.19,6.97,18.86,58.38,10.95
Left 4 Dead (Game of the Year Edition),2009-05-21,Shooter,9.0,Amazing,Valve,Valve,0,897,278,7500000,7.19,6.97,18.86,58.38,10.95
Left 4 Dead 2,2009-11-16,Shooter,9.0,Amazing,Valve,Valve,0,1615,566,15000000,7.19,10.26,26.89,60.44,17.94
Legacy of Kain: Defiance,2003-12-18,"Action,Adventure",8.0,Great,Crystal Dynamics,Square Enix,16,522,81,350000,4.99,12.04,14.23,17.28,13.6
Legend: Hand of God,2008-08-25,RPG,6.0,Okay,Arcade Zone,Piko Interactive LLC,0,383,383,10000,3.99,19.23,20.88,0.0,20.37
Legend of Grimrock,2012-04-09,RPG,8.5,Great,Almost Human Games,Almost Human Games,0,314,362,750000,10.99,16.42,20.59,28.87,20.49
Legend of Grimrock II,2014-10-17,RPG,8.6,Great,Almost Human Games,Almost Human Games,0,951,1191,350000,17.99,23.32,31.01,40.49,30.84
Legendary,2008-12-05,Shooter,2.5,Painful,Spark Unlimited,SouthPeak Games,0,90,90,350000,1.69,5.21,6.5,6.86,5.67
Legends of Eisenwald,2015-07-09,RPG,7.3,Good,Aterdux Entertainment,Aterdux Entertainment,0,506,674,150000,14.99,23.65,42.12,80.0,44.89
LEGO Batman: The Videogame,2008-09-24,"Action,Adventure",7.7,Good,Traveller's Tales,Warner Bros. Interactive Entertainment,0,490,716,350000,14.99,10.0,16.29,29.45,17.98
LEGO Batman 2: DC Super Heroes,2012-07-06,"Action,Adventure",8.5,Great,TT Games,Warner Bros. Interactive Entertainment ,0,988,1031,350000,14.99,9.07,15.59,24.3,15.99
LEGO Harry Potter: Years 1-4,2010-06-29,"Action,Adventure",8.5,Great,TT Games,Warner Bros. Interactive Entertainment,0,518,989,350000,9.99,12.08,17.09,27.5,19.5
LEGO Harry Potter: Years 5-7,2011-11-18,"Action,Adventure",8.0,Great,Traveller's Tales,Warner Bros. Interactive Entertainment,0,1904,1904,350000,14.99,11.01,16.1,24.88,18.6
LEGO Indiana Jones: The Original Adventures,2008-05-29,"Action,Adventure",8.0,Great,Traveller's Tales,LucasArts;Lucasfilm;Disney Interactive,0,0,0,75000,15.49,9.26,14.07,19.46,14.68
LEGO Indiana Jones 2: The Adventure Continues,2009-11-18,"Action,Adventure",6.0,Okay,Traveller's Tales,LucasArts;Lucasfilm;Disney Interactive,0,0,0,75000,15.49,9.93,15.97,20.6,16.3
LEGO Jurassic World,2015-06-22,"Action,Adventure",7.6,Good,TT Games Ltd;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),0,502,619,350000,15.99,10.37,17.64,29.96,22.18
LEGO Marvel Super Heroes,2013-10-22,Action,9.0,Amazing,Traveller's Tales,Warner Bros. Interactive Entertainment;Feral Interactive (Mac),0,4034,3514,750000,14.99,12.31,24.25,39.81,27.77
LEGO Star Wars: The Video Game,2005-03-28,"Action,Adventure",7.8,Good,Traveller's Tales;Feral Interactive (Mac),LucasArts;Lucasfilm;Disney Interactive;Feral Interactive (Mac),0,243,266,750000,15.49,6.38,12.61,17.96,10.79
LEGO Star Wars III: The Clone Wars,2011-03-23,"Action,Adventure",7.5,Good,Traveller's Tales,LucasArts;Lucasfilm;Disney Interactive,0,196,294,350000,15.49,9.11,14.76,29.92,17.67
Leisure Suit Larry: Magna Cum Laude,2004-10-04,Adventure,7.2,Good,CrazyBunch,Assemble Entertainment,0,1048,1048,10000,25.99,9.37,11.7,11.93,10.63
